Transaction ID,Date,Product ID,Product Category,Product Sub-Category,Quantity Sold,Price per Unit,Discount Applied,Payment Method,Customer ID,Age Group,Gender,Location,Customer Segment,Total Spend,Average Transaction Value,Purchase Frequency,Product Name,Cost per Unit,Supplier ID,Stock Level,Supplier Name,Supplier Location,Lead Time (Days),Total Sales
a3a141a2-e736-4f25-8c0d-6fd7e366f364,2024-04-29,b88fbeea-fd46-4bb0-ae5b-6255ac866e80,Home Decor,T-Shirts,2,32.1,22.93,Credit Card,d448d67b-7898-436d-bbb4-e1841f12cb80,56+,Other,New Natalie,Returning Customer,122.36,149.37,14,Bag,28.4,22452f92-fc80-496d-b0db-08ae44b06e70,52,"Young, Phillips and Villegas",New Nicole,11,49.48
a0038698-ac7b-4554-91fe-835e652a95e3,2024-03-17,7af53cd0-ab58-4fe9-91ea-39de6fff9ed2,Accessories,T-Shirts,2,45.35,24.68,Debit Card,ee697060-887f-46ce-b252-eacac82dce70,36-45,Male,Scottfurt,First-time Buyer,741.72,41.02,3,Cushion,39.75,a48d4f12-dc0a-4d54-a3e1-ded35fbb13f5,458,Young and Sons,Port Jon,6,68.32
6a39fde6-0932-4768-bbfa-b7181665e188,2024-07-17,7ac6d3a0-0c10-450d-b3ab-3035a6d2708e,Apparel,Cushions,7,33.5,18.45,Gift Card,bb845762-54ab-41a2-b691-364cbe1a9380,46-55,Female,South Carl,Loyalty Program,178.17,192.3,6,Shoe,28.81,1a00360c-cf51-4ce8-8a30-f08e7cb50b0e,104,"Bentley, Mcfarland and Campbell",Spencebury,2,191.23
ac942105-08d0-4dd5-aa52-128a6d9767e8,2024-06-13,d1248141-5575-4921-80a4-8c2c8142fc84,Footwear,T-Shirts,4,76.64,13.81,Credit Card,fa47a11d-3bb3-449a-9359-00aea2268fba,26-35,Female,North Daniel,Loyalty Program,947.61,39.62,12,Shoe,48.39,7567b166-34e7-44e7-a40a-480519a363bd,436,Lopez-Aguilar,Hamiltonstad,27,264.22
78d59465-9ff0-4c0e-a596-a8e3a57e9bf7,2024-07-27,2aa140d4-6f0b-482b-a79c-177f503a00d3,Footwear,Cushions,6,92.66,23.74,Debit Card,44437de4-8b60-4f09-acca-e6ea582de6e7,18-25,Other,Robinland,First-time Buyer,772.22,325.17,6,Bag,36.16,638088b4-b81e-418c-901c-2ae04584336d,304,Black Inc,New Tommy,15,423.98
ed361369-b59f-4b00-822b-16a3e556d239,2024-03-27,ab56a2ee-4e18-46b9-b4f4-2d750b8f8629,Apparel,Bags,7,58.72,25.72,PayPal,0db31959-ab45-454f-a15b-93761c072395,46-55,Other,East Joshua,First-time Buyer,862.65,235.06,2,Cushion,27.23,a9328531-e301-4bec-8a75-f11ab5d943a2,297,"Peters, Smith and Williams",Alexanderchester,12,305.32
e9c0a318-0ca5-4f20-8362-5445ad515cec,2024-01-19,9346a3d8-d59b-44db-9e86-3f8578380d13,Accessories,Shoes,6,12.57,19.1,Debit Card,942ea1f2-a42f-4b4a-be96-17d2e27e2040,26-35,Male,Stacyside,Loyalty Program,900.18,258.87,8,Bag,35.84,3ab1a7c5-59dd-4fdf-9876-f2a2fee15c2d,261,"Stark, Sanchez and Cummings",East Matthewbury,8,61.01
b8336eb0-a5e9-4a48-908f-969736005a77,2024-08-13,68c273b5-23c0-44c3-b639-b7400c2c3608,Accessories,Bags,7,84.23,15.04,Debit Card,927caab2-6396-4585-993b-e3eb81634333,46-55,Other,Smithbury,Loyalty Program,293.61,197.8,13,Shoe,21.75,e9dbec03-e0ca-433d-bc2b-5c1070418c4c,90,Fleming PLC,East Alexisport,24,500.93
52a51bff-661f-4fc8-b7da-8f8bbb49b316,2024-01-03,429af725-f14f-4970-b055-76bc6b994de5,Footwear,Cushions,7,19.09,0.17,Gift Card,e91d9bea-a848-4d1a-9b4f-273f71aaa8cb,18-25,Other,Port Jon,First-time Buyer,749.32,127.66,16,Cushion,46.24,37788a6b-09c4-4941-a608-9ec0f1feddc1,204,Lawson Ltd,North Thomas,5,133.4
0c92649f-43c8-415d-b04a-ca6209e92a3e,2024-03-27,a53332eb-eeec-4e4c-89c5-ee3227b22276,Accessories,Shoes,7,63.75,28.69,Gift Card,fc78d81b-8b49-492e-9504-5ec5c63f05a5,26-35,Other,Hartberg,First-time Buyer,628.25,174.35,4,Shoe,20.56,59498d5d-26c5-405e-a73e-58610f7940de,438,"Braun, Johnson and Hart",East Connie,25,318.22
e2a19840-daf5-4ed4-960b-dbf1273e7a30,2024-05-23,ca7b55c3-c7ed-4629-be88-ca16af72309f,Footwear,Bags,8,60.99,9.87,Gift Card,247c9f5d-0e98-47d7-8452-52b06c85c4d3,46-55,Other,Contrerasmouth,First-time Buyer,479.57,32.45,9,Shirt,22.77,1ee43fd0-b8c2-491f-82f7-0e2ab6b8706a,491,Rice-Christian,Nicholashaven,26,439.76
a95dc29c-9a68-4bc5-a707-cdaaa0729e4f,2024-07-02,fe9ecd15-a7d9-462f-88eb-dfaa24e42e15,Apparel,Cushions,3,15.29,26.18,Credit Card,5f3001d7-95b5-4c44-8b66-46f78a577a26,46-55,Female,New Kevin,Returning Customer,814.2,358.93,1,Cushion,35.64,e3c667a0-ca08-4e98-b761-5477cd4ccf27,204,Pearson-Hunt,South Davechester,18,33.86
c3325f3c-648c-41ae-95af-d0b50c51bac9,2024-07-04,1aaf3d0f-0af5-4c25-8aed-8db367996ff8,Apparel,Shoes,5,57.77,4.67,Credit Card,e221aeb0-cff5-4609-969e-000d57eb1606,26-35,Other,Thomasstad,Loyalty Program,147.43,300.26,12,Shirt,27.55,b0efcc26-8ade-46ff-b9e2-460f994f66a1,203,Wilson-Frost,New Lonniechester,18,275.36
8981db6d-b005-40fb-a51f-ac518e313adc,2024-02-17,b506bf40-1d2b-43f6-aa78-d6b9e9fd4de7,Accessories,Cushions,9,23.64,4.33,PayPal,1440c9b5-7887-4ccd-b1bf-e4f7b303074e,36-45,Other,Jamesport,Returning Customer,321.04,324.17,15,Bag,26.73,c6224aac-314a-4f1e-a51f-12a91931f804,481,Taylor Inc,Leonardburgh,24,203.55
c4bb9b3e-7b48-4877-964d-99b64eda1038,2024-08-06,1863c6b8-8bed-429d-88bf-79ae93bac972,Accessories,T-Shirts,9,37.47,15.85,Credit Card,3d7314bc-ce99-4033-b496-33f95d66152e,56+,Female,North Philip,Returning Customer,628.37,76.57,3,Shoe,43.6,2a5319ac-83a8-40cf-a1c5-fb2d6621a253,265,Hendrix-Faulkner,Port Nicholas,24,283.78
381ca997-c8db-4d13-9056-fb4dd10406b8,2024-06-06,a99ceac1-daf4-4cfd-99cc-df5719153768,Home Decor,Shoes,4,12.92,6.17,Credit Card,77be8e97-248b-472d-8749-388fe745ae11,18-25,Male,Alexandershire,First-time Buyer,891.64,114.47,1,Shirt,15.57,463eee7f-2bae-42a1-8254-ff7a9cfde145,351,Watts and Sons,West Jason,29,48.49
5b724b6c-b31e-44fb-9070-189779c1006e,2024-01-30,73a27e89-00af-43dc-9c51-7db8bb8fb975,Accessories,Cushions,7,64.41,18.95,Gift Card,01966ad1-1f2c-4bdf-97a9-c01acc56c9dd,36-45,Other,Woodardborough,Returning Customer,194.27,170.28,5,Shirt,16.65,cff0cb20-43f9-42ea-9121-ace486a371e6,256,Smith-Miranda,Thompsonview,21,365.43
6dcccd53-33c4-4e15-8c57-f80125639e6c,2024-06-21,0d6674f6-4c3f-44cc-8dc8-b0e26c08ace3,Home Decor,T-Shirts,5,63.65,6.05,Gift Card,24b039a4-71c3-429d-9f6c-9afa9d4de59f,56+,Female,North Melissaberg,First-time Buyer,745.93,363.34,11,Cushion,24.25,f65a9054-bbae-42c7-b390-068253ff4b5f,262,Daniels Inc,Princeport,29,299.0
253f7552-94bb-4d1c-92f4-cd80a4e2473f,2024-06-12,631876f5-e7ac-4410-b9be-1c7b15720312,Apparel,Cushions,2,34.76,16.8,Credit Card,16b93449-ff4c-4acb-9308-6841b5528815,56+,Other,Lake Walterfort,Loyalty Program,961.29,180.11,9,Shoe,15.07,eae333c9-38d5-4a46-bc28-f2d0ecdb33f4,111,Martinez-Gonzalez,New Patrickstad,5,57.84
3b616f96-6727-46f8-bd65-eb519d3c2beb,2024-02-02,0e236e54-b8c1-4e0b-8c6d-ab28466f7d04,Footwear,Cushions,8,14.39,11.14,Credit Card,9a788f97-a816-4896-96b9-d830fc417d31,18-25,Male,West Sarah,First-time Buyer,376.33,28.7,5,Shirt,20.08,1fa00098-e947-4484-ad89-739f0a140c82,269,"Delacruz, Campbell and Contreras",New Kendrafurt,12,102.3
32d450f0-a84f-4293-bb47-8327f6429c9b,2024-01-21,34b54e28-ec49-42e6-b157-23dc07ae112b,Home Decor,Bags,1,74.35,29.35,Gift Card,278801ce-b773-4e60-a42b-7d5c6f3a68e5,26-35,Female,Petersbury,Returning Customer,778.75,226.13,18,Cushion,48.82,bde2f3e0-e927-4182-a275-45eda6269843,338,"Horn, Simpson and Ortega",East Desiree,23,52.53
629b1038-3a32-424d-ac6e-8d1f6ce66532,2024-03-05,39db3b5d-d3e4-45a6-9cdd-286b969f7a33,Home Decor,Cushions,7,52.18,20.9,PayPal,5f10340d-9202-455d-bc60-f66ea88597f1,36-45,Male,South Douglaston,First-time Buyer,415.27,247.51,10,Cushion,22.39,a37594d8-139c-4787-ba9a-6cdce768b22f,292,Phillips-Obrien,North Mark,6,288.92
b1076035-0c54-42b7-891c-d76fd553f1de,2024-08-27,96ac88c7-bc96-4862-a8fe-759ba6c79c87,Apparel,T-Shirts,1,93.74,17.68,Credit Card,6b046c3c-ec81-428a-9e44-283547574acf,18-25,Female,Leahmouth,First-time Buyer,796.48,455.84,6,Cushion,26.6,24e7662a-41f2-40d0-8235-62979e76769a,214,Reynolds Ltd,New Tiffany,21,77.17
4292452a-a15f-47eb-9393-557c74671a36,2024-02-05,6d41d60f-23f6-48ff-94ab-6658adda501a,Home Decor,Bags,8,72.89,13.46,Gift Card,d7b6a5d7-0964-4c1d-b6cc-0f05f0d15e1a,18-25,Other,Jeremymouth,Returning Customer,112.15,265.38,11,Shoe,28.2,1193e4f4-1c28-45cd-80dc-df4985406b1f,211,Malone Ltd,Duranport,17,504.63
958fb593-b674-488f-9a40-e9cb5bdbbb2f,2024-01-15,38567354-9a55-4b3e-bdb6-2e771f9f614b,Home Decor,Shoes,2,59.87,6.25,Credit Card,e6387fb8-032d-4e4f-abe0-ea125e43031b,56+,Female,North Franktown,First-time Buyer,255.33,133.54,11,Shirt,21.57,19a8b5e9-79dd-47a9-a596-6075d58fcb06,35,Lang-Perez,Gardnermouth,15,112.26
dc3fe7f8-088f-4d8a-bf0b-7cc278e98324,2024-02-26,361566a0-b748-441f-ae37-3f2905d9e370,Home Decor,Cushions,6,13.28,8.51,PayPal,54c0f4fa-19b6-486b-b1c6-d76f753c8943,26-35,Other,Laurenview,First-time Buyer,467.17,404.4,15,Bag,43.94,1d8c357c-b191-4071-ab62-d625fa78c577,302,"Morgan, Peterson and Lewis",Reyesview,4,72.9
9ff06070-cbdc-4c23-91d5-310c0105d9e2,2024-02-13,d7da49a4-ea04-4663-ae60-6c7505486326,Apparel,Cushions,7,50.13,5.13,Credit Card,d549bbe3-0644-4dfa-ab72-75d470c00eee,26-35,Female,Jasonborough,Loyalty Program,197.53,101.27,5,Shirt,41.11,719a7456-751c-4b65-9b30-0266d508c39e,161,Ware-Clark,Harrisfurt,21,332.91
35c4e72a-d3ce-4030-bc24-1325e4c18b01,2024-03-19,a2ded9bb-41c5-4208-bad3-1605afa1e7e0,Accessories,Bags,9,53.66,21.16,Gift Card,5749dbe2-927f-4fb2-98d4-602917c16a92,56+,Female,Alvaradoside,Loyalty Program,999.58,460.18,2,Bag,23.02,ddae685f-4df5-424c-ae17-018219372c64,420,"Patton, Alexander and Jackson",Port Meghan,14,380.75
edbfc0aa-f52f-4ac9-944d-28b16000f61a,2024-07-29,c6ef1887-98a6-4929-b3a6-2971abc52dfc,Accessories,Cushions,8,95.98,1.96,Debit Card,1e3e25ef-992c-4378-b553-7333b534c646,56+,Female,Lake Brianbury,First-time Buyer,808.16,369.87,2,Bag,24.96,e727f3a5-5357-4a7b-8426-cb3118193be4,193,Smith LLC,Amberview,18,752.79
7fe7c65c-0f97-4633-9a73-042f530800cd,2024-02-23,f7e9b2be-1d7e-4a1b-a7e1-22e817eed6c8,Apparel,Cushions,3,21.74,20.92,Credit Card,1efb2c97-ed04-42d0-bb49-f58d101f1b1f,46-55,Other,Gibbstown,First-time Buyer,477.54,168.05,11,Bag,21.84,b4503cf6-ed00-4bb9-abff-6006947c528c,399,"Herrera, Stevenson and Williams",Melissatown,4,51.58
9b7b446b-e5dd-4d69-ad18-587c519bbdf6,2024-06-19,80cb609b-f594-4e0d-8de4-d24d2ac58c50,Home Decor,Bags,7,70.46,22.96,PayPal,0ae61378-0ee8-4711-8abc-c6ff42a8208a,18-25,Female,Leslieburgh,Returning Customer,301.33,193.36,1,Bag,26.56,eee0c5f3-4cc2-4018-94ca-56e9349b8c72,252,Thompson-Jones,Port Ashley,1,379.98
9594f32b-6687-430a-85e5-7f9eaad28df7,2024-08-13,dc6a14c4-5a96-4b65-bb85-f762061b29b2,Accessories,Cushions,2,95.26,14.31,Gift Card,63b5e33d-f2c3-48c7-8271-ca3d529bdb5a,46-55,Female,Lake Glennfort,Returning Customer,832.73,258.23,15,Cushion,14.11,dc92a767-dbc7-490e-81b5-75797cfad4f2,173,Fields-Williams,East Vickie,17,163.26
a27359c7-1d5d-4720-8c0f-780339169b5a,2024-03-25,e3f7feb5-f350-43eb-911c-39885231fd9a,Footwear,T-Shirts,8,67.51,20.45,Credit Card,856712b1-9e56-4f63-9842-5401574e54d8,46-55,Male,Parkston,Returning Customer,591.92,57.68,9,Shoe,47.11,0fdfd1a6-36be-4d6d-b09e-bfc9d27e3547,239,Travis PLC,New Brian,2,429.63
03fb6323-b2ee-45aa-9160-d61970d55b0f,2024-06-09,16798210-60eb-457c-af3f-d487f5fcd6dd,Home Decor,Shoes,8,90.62,6.7,Credit Card,244d564e-37a3-4683-9def-2bdfa27b5c52,18-25,Male,South Janice,Loyalty Program,698.43,69.0,13,Bag,38.08,9a160df6-f3fb-4e11-b5e0-5f324a6f0fd2,283,King Ltd,South Amandaport,6,676.39
3315df4b-fb5c-41af-9b90-b16319b66c2c,2024-04-19,c14e9e61-a1b3-4ed6-8aeb-f326bc7df2ea,Accessories,Shoes,5,87.12,10.44,Debit Card,28ccc552-9a6c-4863-a9f4-cacb98cffe90,36-45,Male,Lake Alecland,Returning Customer,525.09,21.7,1,Shoe,34.2,99d46ffc-4328-48e5-846f-cf8649e86b02,154,"White, Richmond and Wilson",New Kathleenton,4,390.12
7bb76383-1d6c-4d56-a0eb-88ce7df76347,2024-04-13,305a55a8-26c4-4fe5-b929-dfb38ae6c58b,Apparel,Shoes,3,33.8,9.23,PayPal,980b412b-ef7a-4d06-a33e-ae4fb81bdb48,46-55,Male,Adamside,First-time Buyer,751.41,47.92,6,Cushion,22.54,476e761e-4996-47f9-8a9c-4e5b1b70f9ae,30,Powell LLC,Lake Daniel,27,92.04
181f01e8-4ddd-475f-93e8-4aa039dd7c01,2024-07-15,34d2e520-0fd3-48b1-8f83-4f7916ae90d5,Accessories,T-Shirts,7,85.47,20.75,Debit Card,2721e5bb-4fbb-4a67-a9c2-fc888cb42f74,36-45,Female,Simonville,Loyalty Program,977.87,490.7,15,Bag,28.49,a4889467-ae4f-4ce3-98a0-9eb78d6caadb,407,Morris Inc,Lake Steven,27,474.14
a4ef00a3-249f-4bae-a8e0-06bff36b4573,2024-06-08,1430701b-a2fb-4459-a2a8-685abee884e7,Accessories,Bags,3,64.94,19.96,Gift Card,f1d1e885-29c4-484c-b82d-3c2242fd8ad6,18-25,Other,Lake Caitlin,Loyalty Program,413.41,305.21,1,Shoe,42.1,9aa264cd-ef13-4463-b8d1-8f7f016ecb24,443,Beck-Olson,Michaelshire,13,155.93
786dad78-4d08-4193-99fa-9ea847d197ed,2024-02-02,a41a7eb3-13c7-438f-b9c0-5ade75ec3720,Accessories,Shoes,8,18.41,16.71,Gift Card,d6e9f3d8-9c95-4d39-a84d-102773bce504,18-25,Other,North George,Returning Customer,745.28,248.21,8,Cushion,28.61,30faa8ae-fc5f-4b3d-a612-e092aaf91dc7,20,"Monroe, Ferguson and Smith",Gordonport,16,122.67
ae195f4d-b0b7-41cd-bae8-18db2ef98b3c,2024-05-14,0ea466bb-450c-4b86-a08a-2fdd0b27029c,Accessories,Cushions,8,56.21,12.64,Gift Card,f984c5a5-7063-47b7-b778-62643fa27508,36-45,Other,Whitechester,Loyalty Program,731.89,492.38,7,Bag,34.42,afaaaae0-0c84-4778-a040-07d952f56dd2,173,Short LLC,Michaelchester,25,392.84
0c2e5a5d-c692-4351-8bb3-4ea2fdb77582,2024-02-13,a81e5c31-abcf-4428-b2df-b17c796da701,Footwear,Bags,2,39.4,1.53,Debit Card,ac00aee4-c6f9-462b-bfe0-0659989a6b23,46-55,Other,Edwardsfurt,First-time Buyer,554.01,356.32,15,Shoe,48.22,fd865e3e-1e43-4ec7-bdda-b0f517112af5,496,Perez and Sons,Cynthiaville,12,77.59
a91b00f7-6ba9-455e-985c-4db141dff45e,2024-01-03,3f857596-de59-4687-9591-75d8b16d9d5c,Apparel,Bags,4,65.62,12.84,Gift Card,1cdad6f9-cbe8-4108-8417-f3523e990ae7,36-45,Other,Port Noah,First-time Buyer,934.48,309.76,3,Shoe,41.06,55fddd90-0112-4f5a-b1d2-4781f5076943,472,Wells Ltd,West Richardview,8,228.78
e11c0834-d3f6-480f-972b-209b1782dcbb,2024-01-09,7ab573c2-b774-4d7d-bc46-65f90be79897,Accessories,Bags,3,40.05,16.62,PayPal,224f0e13-7748-4933-ab2e-0edb49eb9a77,26-35,Other,South Chelsey,Loyalty Program,567.42,417.91,13,Shoe,7.09,e3ecb512-9dbe-492b-8a0a-1ab354001563,427,"Jensen, Franklin and Hogan",Leahland,7,100.18
1a2e0f7b-381b-4971-983e-cb2287fd57f9,2024-07-14,4f2c824b-5ab6-4b0e-a0e7-95e04b100803,Footwear,Cushions,2,94.5,15.13,Debit Card,eabe6d72-ce95-45fb-9e46-ef58ed78d29b,36-45,Other,Davidton,Returning Customer,563.22,410.66,12,Shirt,21.49,9eb254e1-607d-4297-baa5-d75f73216eb6,427,Edwards Inc,East Amandaton,8,160.4
20c62fe7-0f76-4fe1-8323-8316a9547540,2024-06-09,4b7aa6de-8a3f-438f-9406-1755920fcfa4,Footwear,Cushions,3,15.05,19.44,Debit Card,6c4326b7-d9d2-4338-94e3-9eb6512f2d2a,46-55,Other,Evansmouth,Loyalty Program,587.17,490.95,19,Shoe,43.26,a29c63f9-4dd3-48f1-8746-48ebbe4b19e4,439,"Robinson, Peck and Silva",South Stephanie,15,36.37
7715aa31-cc2f-4b46-ae49-b30c718f6cab,2024-05-30,6cfde611-778c-4a8a-8b89-8cecc134fcd8,Apparel,Bags,5,17.95,24.08,Debit Card,c16c3c53-b078-43c3-9c5c-cad332108db6,26-35,Female,Chelseaburgh,Returning Customer,885.59,447.42,15,Bag,19.52,a5fca1d4-fb22-4505-83e8-62d831d3666d,443,Lewis-Francis,Toddside,5,68.14
de5d86a4-04f2-4909-9717-a8f6222a03b4,2024-04-02,b2131dbb-2909-4861-90d2-058e307c2f8e,Accessories,Bags,6,66.5,23.9,Gift Card,890752d3-4eec-469c-9d42-753fe46951d7,36-45,Female,South Adam,Returning Customer,485.06,80.23,17,Shirt,46.9,88bf02b0-5f20-44a3-b1bd-78e22c8547a8,156,Bradshaw-Hoffman,North Marissa,2,303.64
b7af834c-afb1-4f7d-aa94-0ed80df08b73,2024-07-27,ce4332a5-8bff-44d9-88c4-9ec9a8cc2016,Apparel,Bags,8,96.38,22.6,Debit Card,89c03b38-1b4a-457c-8a74-7e736d56da67,36-45,Female,Smithville,Loyalty Program,882.93,388.88,12,Cushion,31.25,da6dfd3c-145d-4e7f-80ea-506d6ed19304,300,"Curtis, Castaneda and Gross",Morganmouth,17,596.78
3462836d-0511-4c1d-87f5-a7c40df657ea,2024-08-17,938c25a4-f947-437b-bc8b-95215cc1c1e3,Home Decor,Shoes,4,11.61,0.02,Credit Card,c6f020ac-d746-49d3-b5ba-66765269a541,18-25,Other,New Phyllishaven,Loyalty Program,570.72,420.77,13,Cushion,36.64,d2f31746-dba7-433a-b61d-bd93c826ee54,203,Medina Group,North Sarahhaven,27,46.43
ee8a8558-fcd0-43b8-84e9-9434812c9cf1,2024-03-25,7e870b10-00fe-4e01-ac3f-c99ec436afc8,Apparel,Bags,6,64.04,20.85,Debit Card,54ddb884-33b4-4ec9-8b08-693c81680d7d,18-25,Male,South Anthony,First-time Buyer,125.72,228.24,9,Cushion,48.09,ba2ddd70-df22-491e-8d7b-c700322ad610,279,"Taylor, Jackson and Mckee",Port Marissa,4,304.13
6e288ec3-4666-43db-9555-37284c5e5576,2024-03-16,a528d6af-f47a-4755-be94-3376d8c8a225,Home Decor,T-Shirts,7,76.0,7.28,PayPal,00dd32c6-59bc-4a5b-bead-0472328b5c1e,46-55,Other,East Alyssa,Loyalty Program,861.76,361.13,14,Shoe,11.01,047facc7-95d4-4544-afc7-ba25676dff4b,335,Ramirez-Graham,Brandonstad,18,493.27
2e69ebbf-985d-414a-986d-f346a8bcd2de,2024-07-31,fe2d7189-5cb6-4355-9b03-67a727645cad,Apparel,Bags,6,73.14,10.4,PayPal,b4f21da2-2167-4694-b114-9ecd9cf6a4d5,56+,Other,Port Christina,Returning Customer,950.15,358.12,11,Cushion,28.59,a04f7bd5-ef75-4841-8441-048b97c49bd8,39,Garcia-Carter,Christianshire,18,393.2
e25f1946-ac34-4ca3-8357-39b900d9355d,2024-06-14,35fe879e-6c7e-4264-b648-8f4c6f815ef0,Footwear,Shoes,6,10.64,16.72,Debit Card,e3e92d6a-804b-4378-a94a-f9276388087f,18-25,Female,East Billy,Loyalty Program,395.6,319.72,9,Shirt,47.38,60ac9d0a-829a-4349-9963-9765afb304e5,83,Benjamin-Lynch,East Dennis,6,53.17
